class;bugsUntil;bugsAfter;RFC;WMC;CBO;DIT;LCOM;NOC;NoPubAttr;NoPubMeth;numAttrInh;NoM;NoLoC;NoMInh;NoPrivAttr;NoPrivMeth;FanIn;FanOut
org::eclipse::jdt::internal::core::util::VerificationInfo ;0;0; 13.0; 10.0;5;2;15;0; 0.0;6;9; 6.0; 37.0;23;5;0;2;3
org::eclipse::jdt::internal::core::SimpleDelta ;2;0; 19.0; 13.0;4;1;45;1; 0.0;9;0; 10.0; 44.0;8;0;0;3;1
org::eclipse::jdt::internal::codeassist::impl::AssistSourceMethod ;2;0; 19.0; 11.0;5;8;28;0; 0.0;7;70; 8.0; 44.0;260;4;0;2;4
org::eclipse::jdt::internal::compiler::classfmt::AnnotationMethodInfo ;0;0; 29.0; 22.0;7;3;6;1; 0.0;2;13; 4.0; 95.0;55;0;0;2;6
org::eclipse::jdt::internal::core::search::matching::IntersectingPattern ;2;1; 24.0; 17.0;5;4;6;3; 0.0;2;61; 4.0; 49.0;45;0;0;0;5
org::eclipse::jdt::internal::compiler::problem::AbortCompilationUnit ;4;0; 1.0; 1.0;2;2;0;1; 1.0;1;5; 1.0; 4.0;25;1;0;2;0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnArgumentName ;2;0; 17.0; 6.0;5;6;6;0; 2.0;4;397; 4.0; 27.0;72;1;0;1;4
org::eclipse::jdt::core::NamingConventions ;9;2; 59.0; 38.0;3;1;91;0; 0.0;8;0; 14.0; 142.0;8;3;6;0;3
org::eclipse::jdt::internal::core::OverflowingLRUCache ;5;0; 60.0; 44.0;8;2;171;2; 0.0;14;7; 19.0; 233.0;40;0;0;4;4
org::eclipse::jdt::internal::core::SourceMethodElementInfo ;3;0; 13.0; 9.0;7;5;45;2; 0.0;7;8; 10.0; 34.0;37;0;0;5;2
org::eclipse::jdt::internal::core::util::FieldInfo ;1;0; 39.0; 25.0;9;2;78;0; 0.0;12;0; 13.0; 92.0;30;11;0;1;8
org::eclipse::jdt::internal::formatter::FormatJavadoc ;3;0; 8.0; 8.0;4;3;6;0; 5.0;4;388; 4.0; 27.0;33;0;0;2;2
org::eclipse::jdt::internal::compiler::codegen::IntegerCache ;1;0; 23.0; 36.0;2;1;36;0; 4.0;8;0; 9.0; 94.0;8;0;1;1;1
org::eclipse::jdt::core::search::PackageReferenceMatch ;2;1; 1.0; 1.0;1;4;0;0; 0.0;1;3; 1.0; 3.0;38;0;0;1;0
org::eclipse::jdt::internal::compiler::parser::RecoveredMethod ;15;0; 74.0; 102.0;13;2;136;0; 13.0;17;118; 17.0; 409.0;33;0;0;2;12
org::eclipse::jdt::internal::core::search::matching::MethodPattern ;23;1; 56.0; 64.0;8;4;66;1; 15.0;6;61; 12.0; 180.0;45;0;0;3;6
org::eclipse::jdt::internal::core::eval::EvaluationContextWrapper ;2;0; 77.0; 29.0;14;1;210;0; 0.0;16;0; 21.0; 195.0;21;0;0;1;14
org::eclipse::jdt::internal::compiler::flow::InitializationFlowContext ;0;2; 14.0; 7.0;8;3;6;0; 4.0;4;150; 4.0; 54.0;44;0;0;3;5
org::eclipse::jdt::internal::compiler::ast::Assignment ;28;0; 89.0; 77.0;20;4;105;1; 2.0;13;384; 15.0; 221.0;69;0;0;4;16
org::eclipse::jdt::internal::compiler::lookup::TypeVariableBinding ;45;1; 101.0; 117.0;25;4;253;1; 6.0;22;49; 23.0; 333.0;148;0;0;20;9
org::eclipse::jdt::internal::core::util::RecordedParsingInformation ;5;0; 2.0; 4.0;1;1;1;0; 4.0;1;0; 2.0; 12.0;8;0;0;1;0
org::eclipse::jdt::core::formatter::CodeFormatter ;13;0; 2.0; 1.0;1;1;1;1; 0.0;2;0; 2.0; 3.0;8;0;0;1;0
org::eclipse::jdt::internal::compiler::ast::MagicLiteral ;0;0; 3.0; 3.0;0;5;3;3; 0.0;3;384; 3.0; 12.0;76;0;0;0;0
org::eclipse::jdt::internal::core::BufferCache ;3;0; 16.0; 8.0;3;3;6;0; 0.0;1;10; 4.0; 32.0;59;1;0;1;2
org::eclipse::jdt::internal::compiler::classfmt::AnnotationInfo ;1;0; 105.0; 67.0;24;2;55;0; 3.0;3;3; 11.0; 316.0;20;2;5;8;16
org::eclipse::jdt::core::dom::rewrite::ListRewrite ;3;0; 78.0; 41.0;8;1;190;0; 0.0;14;0; 20.0; 128.0;8;3;5;2;7
org::eclipse::jdt::internal::formatter::FormatJavadocReference ;3;0; 5.0; 3.0;3;2;3;0; 0.0;1;84; 3.0; 10.0;16;0;0;2;1
org::eclipse::jdt::internal::core::CreateInitializerOperation ;7;0; 27.0; 17.0;12;4;15;0; 0.0;2;28; 6.0; 59.0;91;0;0;2;10
org::eclipse::jdt::internal::core::dom::rewrite::TokenScanner ;2;0; 39.0; 20.0;2;1;120;0; 0.0;16;0; 16.0; 78.0;8;2;0;1;1
org::eclipse::jdt::internal::core::builder::AbortIncrementalBuildException ;0;0; 1.0; 1.0;2;1;0;0; 0.0;1;0; 1.0; 3.0;23;1;0;2;0
org::eclipse::jdt::internal::compiler::ReadManager ;1;2; 25.0; 33.0;9;1;6;0; 12.0;4;0; 4.0; 153.0;16;1;0;1;8
org::eclipse::jdt::core::search::SearchMatch ;13;0; 38.0; 34.0;11;1;300;9; 0.0;25;0; 25.0; 111.0;8;11;0;10;1
org::eclipse::jdt::core::dom::rewrite::TargetSourceRangeComputer ;2;0; 9.0; 3.0;7;1;1;0; 0.0;2;0; 2.0; 11.0;8;0;0;4;3
org::eclipse::jdt::internal::core::index::DiskIndex ;40;0; 294.0; 276.0;20;1;496;0; 3.0;0;0; 32.0; 1117.0;8;24;23;2;20
org::eclipse::jdt::internal::core::JarEntryDirectory ;1;0; 13.0; 9.0;3;3;21;0; 0.0;7;2; 7.0; 32.0;17;1;0;1;2
org::eclipse::jdt::internal::eval::CodeSnippetReturnStatement ;3;1; 40.0; 25.0;9;4;78;0; 1.0;13;398; 13.0; 101.0;56;0;0;1;8
org::eclipse::jdt::internal::core::util::RuntimeVisibleParameterAnnotationsAttribute ;0;0; 6.0; 5.0;3;3;3;0; 0.0;3;1; 3.0; 22.0;31;3;0;1;2
org::eclipse::jdt::internal::compiler::impl::LongConstant ;1;0; 14.0; 13.0;4;2;66;0; 0.0;11;152; 12.0; 40.0;41;2;1;4;0
org::eclipse::jdt::internal::compiler::parser::RecoveredType ;12;0; 81.0; 139.0;13;3;231;0; 20.0;22;119; 22.0; 468.0;40;0;0;5;10
org::eclipse::jdt::internal::compiler::lookup::SyntheticArgumentBinding ;4;0; 5.0; 1.0;3;4;0;0; 2.0;1;43; 1.0; 10.0;33;0;0;1;2
org::eclipse::jdt::core::CompletionRequestor ;10;0; 20.0; 30.0;2;1;91;3; 0.0;14;0; 14.0; 79.0;8;4;0;2;0
org::eclipse::jdt::core::search::TypeDeclarationMatch ;0;0; 1.0; 1.0;2;2;0;0; 0.0;1;2; 1.0; 3.0;33;0;0;2;0
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedAllocationExpression ;4;0; 24.0; 15.0;6;6;3;0; 0.0;3;394; 3.0; 59.0;102;0;0;1;5
org::eclipse::jdt::internal::compiler::ast::EqualExpression ;21;0; 289.0; 179.0;15;6;91;0; 0.0;12;415; 14.0; 799.0;117;0;2;1;14
org::eclipse::jdt::internal::core::jdom::CompilationUnit ;0;0; 13.0; 9.0;2;2;15;0; 0.0;6;1; 6.0; 30.0;12;0;0;1;1
org::eclipse::jdt::internal::core::search::matching::ConstructorLocator ;12;1; 71.0; 87.0;11;2;66;0; 0.0;4;68; 12.0; 222.0;33;0;0;1;11
org::eclipse::jdt::internal::compiler::parser::RecoveredUnit ;6;0; 34.0; 34.0;7;2;55;0; 9.0;11;4; 11.0; 158.0;33;0;0;0;7
org::eclipse::jdt::internal::core::dom::rewrite::LineInformation ;0;0; 5.0; 1.0;3;1;6;0; 0.0;4;0; 4.0; 10.0;8;0;0;3;0
org::eclipse::jdt::internal::core::TypeParameterElementInfo ;0;0; 1.0; 0.0;2;3;0;0; 3.0;1;4; 1.0; 0.0;19;0;0;2;0
org::eclipse::jdt::internal::eval::CodeSnippetMessageSend ;12;2; 118.0; 83.0;16;5;6;0; 2.0;4;426; 4.0; 311.0;94;0;0;1;15
org::eclipse::jdt::core::dom::EnumDeclaration ;8;0; 63.0; 30.0;8;4;171;0; 0.0;3;99; 19.0; 118.0;100;3;0;2;7
org::eclipse::jdt::core::search::LocalVariableDeclarationMatch ;0;0; 1.0; 1.0;1;2;0;0; 0.0;1;2; 1.0; 3.0;33;0;0;1;0
org::eclipse::jdt::internal::codeassist::complete::CompletionOnSingleTypeReference ;5;0; 24.0; 19.0;3;6;55;0; 3.0;10;385; 11.0; 63.0;95;1;0;2;1
org::eclipse::jdt::core::dom::PostfixExpression ;8;0; 48.0; 25.0;4;3;105;0; 0.0;5;95; 15.0; 96.0;73;3;0;1;3
org::eclipse::jdt::internal::core::search::indexing::IndexRequest ;0;0; 13.0; 7.0;4;1;15;7; 0.0;5;5; 6.0; 24.0;13;0;0;2;3
org::eclipse::jdt::internal::core::util::AnnotationDefaultAttribute ;0;0; 3.0; 2.0;2;3;1;0; 0.0;2;1; 2.0; 7.0;30;1;0;1;1
org::eclipse::jdt::core::dom::TryStatement ;8;0; 59.0; 27.0;7;3;120;0; 0.0;6;95; 16.0; 108.0;73;4;0;2;5
org::eclipse::jdt::core::dom::VariableDeclaration ;3;0; 19.0; 5.0;8;2;91;2; 0.0;10;95; 14.0; 15.0;68;0;0;6;2
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMethodTypeParameter ;1;0; 9.0; 4.0;3;4;3;0; 0.0;3;410; 3.0; 22.0;66;0;0;1;2
org::eclipse::jdt::internal::compiler::ast::MarkerAnnotation ;2;0; 6.0; 5.0;2;5;3;1; 0.0;3;388; 3.0; 16.0;78;0;0;2;0
org::eclipse::jdt::internal::compiler::ast::FloatLiteral ;2;0; 16.0; 16.0;4;6;10;0; 1.0;5;385; 5.0; 85.0;79;0;0;0;4
org::eclipse::jdt::internal::compiler::ast::WhileStatement ;15;0; 85.0; 40.0;12;3;15;0; 5.0;6;380; 6.0; 232.0;38;2;0;1;11
org::eclipse::jdt::internal::formatter::DefaultCodeFormatterOptions ;63;2; 281.0; 480.0;4;1;55;0; 259.0;9;0; 11.0; 2140.0;8;0;2;3;1
org::eclipse::jdt::internal::core::ClasspathValidation ;0;1; 18.0; 11.0;6;1;1;0; 0.0;2;0; 2.0; 51.0;8;1;0;3;3
org::eclipse::jdt::internal::compiler::lookup::ProblemPackageBinding ;0;0; 2.0; 2.0;0;3;1;0; 0.0;1;159; 2.0; 6.0;30;1;0;0;0
org::eclipse::jdt::internal::core::search::JavaSearchDocument ;3;0; 20.0; 14.0;4;3;15;1; 0.0;5;2; 6.0; 51.0;19;1;1;1;3
org::eclipse::jdt::core::dom::Statement ;7;0; 17.0; 10.0;26;2;10;22; 0.0;2;95; 5.0; 48.0;68;1;0;22;4
org::eclipse::jdt::internal::compiler::ast::Statement ;9;0; 38.0; 21.0;35;2;55;19; 0.0;11;380; 11.0; 99.0;27;0;0;27;8
org::eclipse::jdt::core::dom::ImportDeclaration ;10;0; 61.0; 31.0;9;2;153;0; 0.0;8;95; 18.0; 121.0;68;5;0;5;5
org::eclipse::jdt::internal::codeassist::select::SelectionOnFieldReference ;1;0; 11.0; 9.0;3;6;3;0; 0.0;3;394; 3.0; 23.0;107;0;0;1;2
org::eclipse::jdt::internal::core::PackageDeclaration ;4;0; 15.0; 11.0;4;4;21;1; 1.0;4;52; 7.0; 30.0;127;0;0;2;3
org::eclipse::jdt::core::dom::CompilationUnitResolver ;54;0; 106.0; 60.0;29;2;120;0; 4.0;7;28; 16.0; 282.0;25;1;3;2;28
org::eclipse::jdt::internal::core::TypeVector ;0;0; 24.0; 23.0;5;1;55;0; 4.0;11;0; 11.0; 78.0;8;0;0;2;3
org::eclipse::jdt::internal::compiler::ast::FalseLiteral ;2;0; 14.0; 11.0;2;6;21;0; 0.0;7;384; 7.0; 38.0;79;0;0;0;2
org::eclipse::jdt::internal::core::SourceRefElementInfo ;0;0; 6.0; 5.0;4;2;10;3; 0.0;2;2; 5.0; 15.0;14;0;0;3;1
org::eclipse::jdt::internal::core::SourceFieldElementInfo ;3;0; 6.0; 4.0;3;5;10;0; 0.0;3;8; 5.0; 12.0;33;0;0;3;0
org::eclipse::jdt::internal::compiler::ast::ConditionalExpression ;24;0; 142.0; 141.0;13;5;36;0; 9.0;9;412; 9.0; 445.0;94;0;0;0;13
org::eclipse::jdt::internal::core::JarEntryFile ;1;0; 22.0; 8.0;7;3;15;0; 0.0;6;2; 6.0; 38.0;17;1;0;0;7
org::eclipse::jdt::internal::codeassist::complete::CompletionOnMemberAccess ;3;0; 16.0; 14.0;4;6;3;0; 1.0;3;394; 3.0; 38.0;107;0;0;1;3
org::eclipse::jdt::internal::core::util::ExceptionTableEntry ;0;0; 11.0; 8.0;4;2;15;0; 0.0;5;0; 6.0; 28.0;24;5;0;1;3
org::eclipse::jdt::internal::compiler::ast::FieldReference ;43;6; 197.0; 168.0;20;5;231;4; 7.0;22;384; 22.0; 547.0;85;0;0;2;18
org::eclipse::jdt::internal::core::CommitWorkingCopyOperation ;14;0; 66.0; 31.0;13;2;10;0; 0.0;2;18; 5.0; 141.0;62;0;0;1;13
org::eclipse::jdt::internal::compiler::parser::RecoveredField ;7;0; 36.0; 56.0;7;2;55;1; 8.0;11;4; 11.0; 186.0;33;0;0;1;7
org::eclipse::jdt::internal::core::UserLibraryManager ;6;0; 59.0; 20.0;11;1;21;0; 0.0;6;0; 7.0; 128.0;8;1;1;5;9
org::eclipse::jdt::internal::core::SourceTypeElementInfo ;7;0; 54.0; 56.0;17;5;276;0; 0.0;20;9; 24.0; 193.0;42;0;0;11;6
org::eclipse::jdt::internal::compiler::ast::JavadocAllocationExpression ;27;0; 65.0; 49.0;13;5;10;1; 5.0;4;392; 5.0; 142.0;93;0;0;1;12
org::eclipse::jdt::internal::compiler::classfmt::MethodInfo ;13;0; 133.0; 112.0;13;2;435;2; 0.0;18;3; 30.0; 392.0;30;2;5;6;8
org::eclipse::jdt::core::JavaCore ;172;4; 413.0; 217.0;58;1;2080;0; 0.0;54;0; 65.0; 1058.0;0;2;11;25;40
org::eclipse::jdt::internal::core::util::CodeAttribute ;4;1; 352.0; 258.0;13;3;66;0; 0.0;11;1; 12.0; 1081.0;40;14;0;1;12
org::eclipse::jdt::internal::core::eval::GlobalVariableWrapper ;0;0; 10.0; 5.0;2;1;6;0; 1.0;3;0; 4.0; 17.0;11;0;0;1;1
org::eclipse::jdt::internal::compiler::classfmt::ClassFileStruct ;2;0; 15.0; 14.0;15;1;45;5; 3.0;9;0; 10.0; 67.0;8;0;0;12;3
org::eclipse::jdt::core::dom::TextElement ;5;0; 32.0; 17.0;4;2;66;0; 0.0;3;95; 12.0; 63.0;68;2;0;2;2
org::eclipse::jdt::internal::codeassist::select::SelectionJavadocParser ;4;0; 26.0; 34.0;6;3;36;0; 3.0;2;135; 9.0; 123.0;67;0;0;1;5
org::eclipse::jdt::internal::core::BinaryField ;9;2; 59.0; 23.0;14;7;91;1; 0.0;11;69; 14.0; 81.0;229;0;0;3;13
org::eclipse::jdt::internal::core::util::CommentRecorderParser ;24;1; 34.0; 53.0;9;2;78;1; 3.0;7;402; 13.0; 193.0;8;0;1;4;5
org::eclipse::jdt::core::dom::DocCommentParser ;36;1; 220.0; 113.0;16;2;153;0; 0.0;2;133; 18.0; 638.0;46;2;1;1;15
org::eclipse::jdt::internal::compiler::ast::MemberValuePair ;16;0; 78.0; 60.0;18;2;6;2; 4.0;4;380; 4.0; 189.0;27;0;0;8;10
org::eclipse::jdt::internal::compiler::impl::Constant ;7;0; 2062.0; 898.0;47;1;528;9; 0.0;33;151; 33.0; 1500.0;8;0;0;34;13
org::eclipse::jdt::core::dom::MethodInvocation ;11;0; 72.0; 38.0;6;3;171;0; 0.0;9;95; 19.0; 137.0;73;6;0;2;5
org::eclipse::jdt::internal::core::util::StackMapTableAttribute ;1;0; 9.0; 7.0;4;3;6;0; 0.0;4;1; 4.0; 33.0;31;5;0;1;3
org::eclipse::jdt::internal::core::PackageFragment ;23;0; 179.0; 103.0;30;4;528;1; 1.0;25;64; 33.0; 356.0;162;0;1;6;25
org::eclipse::jdt::internal::codeassist::select::SelectionOnQualifiedTypeReference ;3;0; 22.0; 10.0;7;6;6;0; 0.0;3;386; 4.0; 38.0;95;0;0;2;5
org::eclipse::jdt::internal::core::search::JavaSearchTypeNameMatch ;1;0; 16.0; 15.0;5;2;28;0; 0.0;8;0; 8.0; 35.0;16;2;0;3;2
org::eclipse::jdt::internal::core::search::indexing::IndexManager ;33;3; 285.0; 172.0;46;2;741;0; 5.0;28;47; 39.0; 644.0;32;6;9;15;38
org::eclipse::jdt::internal::core::JarPackageFragment ;6;0; 77.0; 27.0;12;5;78;0; 0.0;7;67; 13.0; 127.0;194;0;2;1;11
org::eclipse::jdt::internal::codeassist::impl::AssistImportDeclaration ;1;0; 3.0; 2.0;2;5;1;0; 0.0;2;54; 2.0; 7.0;143;1;0;2;0
org::eclipse::jdt::internal::compiler::ast::IntLiteral ;4;0; 25.0; 35.0;6;6;28;1; 1.0;8;385; 8.0; 110.0;79;0;0;0;6
org::eclipse::jdt::internal::compiler::parser::Parser ;173;4; 0.0; 0.0;0;1;0;5; 43.0;0;282; 0.0; 0.0;8;9;0;0;0
org::eclipse::jdt::internal::core::builder::State ;18;1; 246.0; 142.0;20;1;378;0; 9.0;6;0; 28.0; 560.0;8;3;6;4;16
org::eclipse::jdt::internal::eval::CodeSnippetEvaluator ;8;0; 49.0; 20.0;9;2;21;0; 2.0;0;19; 7.0; 144.0;15;0;2;0;9
org::eclipse::jdt::core::dom::TypeDeclarationStatement ;12;0; 60.0; 31.0;7;3;153;0; 0.0;6;95; 18.0; 123.0;73;3;1;2;6
org::eclipse::jdt::internal::compiler::batch::ClasspathJar ;9;1; 77.0; 37.0;10;2;45;1; 0.0;10;18; 10.0; 155.0;18;0;0;1;9
org::eclipse::jdt::internal::core::search::matching::JavaSearchNameEnvironment ;10;0; 55.0; 31.0;17;1;15;0; 2.0;4;12; 6.0; 140.0;11;0;2;1;16
org::eclipse::jdt::internal::eval::InstallException ;0;0; 1.0; 1.0;0;1;0;0; 0.0;1;0; 1.0; 3.0;22;1;0;0;0
org::eclipse::jdt::internal::core::search::HierarchyScope ;6;0; 109.0; 48.0;19;2;55;0; 2.0;6;17; 11.0; 240.0;19;6;3;1;18
org::eclipse::jdt::core::search::TypeNameMatch ;10;0; 25.0; 7.0;5;1;28;1; 0.0;8;0; 8.0; 23.0;8;0;0;1;4
org::eclipse::jdt::internal::core::SearchableEnvironmentRequestor ;7;0; 27.0; 12.0;11;2;6;0; 0.0;4;12; 4.0; 44.0;31;0;0;1;10
org::eclipse::jdt::internal::compiler::batch::CompilationUnit ;4;0; 18.0; 12.0;6;2;15;1; 5.0;6;1; 6.0; 50.0;12;0;0;2;4
org::eclipse::jdt::internal::core::dom::NaiveASTFlattener ;1;0; 31.0; 15.0;7;2;55;0; 0.0;4;0; 11.0; 48.0;13;2;5;1;7
org::eclipse::jdt::internal::compiler::lookup::MethodVerifier15 ;80;8; 249.0; 291.0;13;2;351;0; 0.0;2;4; 27.0; 747.0;44;0;0;1;13
org::eclipse::jdt::internal::compiler::parser::RecoveryScannerData ;1;0; 2.0; 10.0;2;1;1;0; 13.0;2;0; 2.0; 42.0;8;0;0;2;0
org::eclipse::jdt::internal::core::search::matching::InternalSearchPattern ;4;1; 39.0; 18.0;10;1;10;1; 3.0;0;0; 5.0; 64.0;8;0;0;3;7
org::eclipse::jdt::internal::formatter::DefaultCodeFormatter ;31;0; 110.0; 75.0;12;2;153;0; 2.0;5;9; 18.0; 370.0;10;8;13;2;10
org::eclipse::jdt::core::dom::MemberValuePair ;6;0; 56.0; 28.0;5;2;105;0; 0.0;6;95; 15.0; 109.0;68;3;0;1;5
org::eclipse::jdt::internal::codeassist::complete::CompletionOnImportReference ;0;0; 7.0; 4.0;2;3;1;0; 0.0;2;387; 2.0; 12.0;32;0;0;1;1
org::eclipse::jdt::internal::core::UserLibrary ;9;0; 78.0; 33.0;20;1;28;0; 0.0;8;0; 8.0; 141.0;8;10;0;2;18
org::eclipse::jdt::internal::compiler::ast::BinaryExpression ;18;0; 498.0; 418.0;17;5;253;4; 3.0;22;412; 23.0; 1782.0;94;0;0;4;13
org::eclipse::jdt::internal::core::builder::ClasspathLocation ;5;0; 13.0; 6.0;6;1;45;3; 0.0;8;0; 10.0; 18.0;8;0;0;4;2
org::eclipse::jdt::internal::core::ResolvedSourceType ;4;0; 12.0; 7.0;4;7;15;1; 0.0;5;69; 6.0; 26.0;298;1;0;3;2
org::eclipse::jdt::internal::core::DiscardWorkingCopyOperation ;6;0; 29.0; 8.0;8;2;6;0; 0.0;2;18; 4.0; 41.0;62;0;0;1;8
org::eclipse::jdt::core::dom::ChildPropertyDescriptor ;1;0; 6.0; 6.0;6;2;6;0; 1.0;3;0; 4.0; 18.0;15;2;0;4;2
org::eclipse::jdt::internal::codeassist::impl::AssistOptions ;8;0; 59.0; 52.0;5;1;3;0; 15.0;2;0; 3.0; 155.0;8;0;1;2;3
org::eclipse::jdt::internal::compiler::lookup::WildcardBinding ;28;1; 143.0; 150.0;15;4;351;0; 10.0;25;49; 27.0; 533.0;148;0;0;8;10
org::eclipse::jdt::internal::compiler::ast::ArrayAllocationExpression ;5;0; 44.0; 38.0;8;4;15;0; 3.0;6;384; 6.0; 142.0;69;0;0;1;7
org::eclipse::jdt::internal::core::search::matching::SecondaryTypeDeclarationPattern ;1;1; 8.0; 4.0;2;5;6;0; 0.0;2;69; 4.0; 13.0;54;1;0;0;2
org::eclipse::jdt::core::dom::EnhancedForStatement ;5;0; 70.0; 35.0;7;3;120;0; 0.0;7;95; 16.0; 141.0;73;4;0;1;7
org::eclipse::jdt::internal::core::JavaElementRequestor ;0;0; 40.0; 27.0;1;1;120;1; 0.0;16;0; 16.0; 105.0;15;0;0;1;0
org::eclipse::jdt::internal::compiler::lookup::Scope ;214;8; 836.0; 972.0;144;1;2850;3; 2.0;60;249; 76.0; 2877.0;8;0;4;131;30
org::eclipse::jdt::core::dom::BindingComparator ;19;0; 3.0; 1.0;1;1;0;0; 0.0;0;0; 1.0; 3.0;8;0;0;1;0
org::eclipse::jdt::internal::formatter::AbortFormatting ;0;0; 2.0; 1.0;2;1;0;0; 1.0;1;0; 1.0; 4.0;23;1;0;1;1
org::eclipse::jdt::internal::core::util::ResourceCompilationUnit ;3;0; 6.0; 4.0;2;3;1;0; 0.0;2;6; 2.0; 15.0;18;1;0;0;2
org::eclipse::jdt::internal::core::CompilationUnitProblemFinder ;21;0; 17.0; 8.0;7;2;21;0; 0.0;3;28; 7.0; 57.0;25;0;0;1;6
org::eclipse::jdt::internal::compiler::ast::PostfixExpression ;0;0; 16.0; 10.0;3;6;15;0; 0.0;6;415; 6.0; 39.0;93;0;0;0;3
org::eclipse::jdt::internal::compiler::problem::ProblemReporter ;194;8; 2603.0; 1033.0;156;2;81003;1; 1.0;387;4; 403.0; 6571.0;13;4;16;129;36
org::eclipse::jdt::internal::codeassist::complete::CompletionOnKeyword1 ;2;0; 12.0; 7.0;1;6;21;0; 1.0;6;385; 7.0; 23.0;98;1;0;1;0
org::eclipse::jdt::internal::compiler::lookup::ClassScope ;82;1; 362.0; 310.0;34;2;325;0; 2.0;6;262; 26.0; 1091.0;80;0;13;17;25
org::eclipse::jdt::internal::core::search::PathCollector ;1;0; 8.0; 3.0;3;2;3;0; 1.0;3;0; 3.0; 12.0;10;0;0;3;0
org::eclipse::jdt::internal::compiler::ast::BranchStatement ;10;0; 13.0; 9.0;2;3;3;3; 4.0;3;380; 3.0; 39.0;38;0;0;0;2
org::eclipse::jdt::internal::codeassist::complete::CompletionJavadoc ;1;0; 47.0; 74.0;9;3;21;0; 1.0;4;388; 7.0; 222.0;33;0;3;1;8
org::eclipse::jdt::internal::formatter::Scribe ;102;9; 752.0; 764.0;27;1;3160;0; 20.0;32;35; 80.0; 3184.0;8;19;39;5;23
org::eclipse::jdt::internal::core::MemberElementInfo ;2;0; 6.0; 6.0;8;3;15;3; 0.0;3;4; 6.0; 18.0;19;0;0;8;0
org::eclipse::jdt::internal::codeassist::impl::AssistPackageDeclaration ;1;0; 5.0; 3.0;3;5;3;0; 0.0;3;53; 3.0; 10.0;134;1;0;2;1
org::eclipse::jdt::core::search::SearchParticipant ;11;0; 20.0; 8.0;7;1;45;1; 0.0;9;0; 10.0; 30.0;8;0;0;4;4
org::eclipse::jdt::internal::compiler::problem::AbortType ;3;0; 1.0; 1.0;4;3;0;1; 0.0;1;6; 1.0; 3.0;26;1;0;4;0
org::eclipse::jdt::internal::compiler::parser::RecoveredAnnotation ;2;0; 36.0; 39.0;16;2;78;0; 3.0;13;4; 13.0; 184.0;33;4;0;7;9
org::eclipse::jdt::internal::core::util::LocalVariableTableEntry ;0;0; 15.0; 10.0;4;2;28;0; 0.0;8;0; 8.0; 38.0;26;7;0;1;3
org::eclipse::jdt::internal::compiler::codegen::LongCache ;1;0; 24.0; 36.0;2;1;36;0; 4.0;8;0; 9.0; 94.0;8;0;1;1;1
org::eclipse::jdt::internal::core::search::matching::MatchingNodeSet ;9;0; 54.0; 37.0;20;1;36;0; 6.0;6;0; 9.0; 149.0;8;2;0;13;7
org::eclipse::jdt::internal::core::search::indexing::SourceIndexerRequestor ;20;0; 82.0; 67.0;8;1;465;0; 5.0;26;39; 31.0; 235.0;30;0;5;1;7
org::eclipse::jdt::internal::compiler::ast::QualifiedNameReference ;48;7; 334.0; 331.0;24;6;435;3; 10.0;25;387; 30.0; 986.0;94;0;0;2;22
org::eclipse::jdt::internal::compiler::classfmt::InnerClassInfo ;3;0; 32.0; 17.0;3;2;21;0; 3.0;6;3; 7.0; 72.0;21;7;0;1;2
org::eclipse::jdt::internal::codeassist::select::SelectionOnParameterizedQualifiedTypeReference ;3;0; 15.0; 7.0;5;8;3;0; 0.0;3;388; 3.0; 43.0;109;0;0;1;4
org::eclipse::jdt::internal::core::search::matching::LocalVariablePattern ;8;0; 25.0; 11.0;12;5;3;0; 1.0;2;67; 3.0; 43.0;47;0;0;1;11
org::eclipse::jdt::internal::compiler::codegen::CodeStream ;66;3; 1603.0; 1542.0;86;1;46665;1; 34.0;290;0; 306.0; 6017.0;8;0;4;68;25
org::eclipse::jdt::core::dom::StringLiteral ;10;1; 76.0; 41.0;6;3;105;0; 0.0;5;95; 15.0; 166.0;73;2;0;1;5
org::eclipse::jdt::internal::core::MovePackageFragmentRootOperation ;3;0; 74.0; 53.0;14;3;21;0; 0.0;1;22; 7.0; 231.0;68;0;1;1;13
org::eclipse::jdt::internal::compiler::codegen::StackMapFrameCodeStream ;17;2; 170.0; 92.0;15;2;666;0; 5.0;32;42; 37.0; 395.0;310;1;2;3;12
org::eclipse::jdt::internal::formatter::align::Alignment ;18;0; 32.0; 61.0;6;1;55;0; 17.0;11;0; 11.0; 270.0;8;0;0;2;5
org::eclipse::jdt::internal::codeassist::complete::InvalidCursorLocation ;0;0; 1.0; 1.0;1;1;0;0; 1.0;1;0; 1.0; 3.0;23;1;0;1;0
org::eclipse::jdt::internal::core::search::SubTypeSearchJob ;2;0; 10.0; 9.0;4;2;6;0; 1.0;4;11; 4.0; 24.0;22;0;0;1;3
org::eclipse::jdt::internal::core::ChangeClasspathOperation ;7;0; 23.0; 11.0;12;2;10;3; 0.0;2;18; 5.0; 63.0;62;0;0;3;9
